,number_of_operators,number_of_available_trolleys,serving_customer,describe_the_accident,maximum_number_of_vehicles_in_the_traffic_jam,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,arrival_of_the_freight_vehicle,plates,company_if_visible,visit_purpose,type_of_vehicle,picture_of_the_parked_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,garage_blocking,accident,noise,traffic_congestion
0,1.0,1.0,0,0,0,"73 Calle Almolonga
Puebla de Zaragoza PUE 72160
MX",2022-11-12 22:15:04 UTC,Salomon Abdala Perez,SRID=4326;POINT(-98.2334894708 19.0568933787),19.05689338,-98.23348947,14:00,KB-7050-A,Ricolino,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=aaca78a2-7a7f-4add-82c9-2168f1091faa,Street - next to the curbside,no,no,Side,yes,no,no,no
1,2.0,1.0,0,0,0,"72 Calle Almolonga
Puebla de Zaragoza PUE 72160
MX",2022-11-12 20:41:39 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.233483903 19.0568494313),19.05684943,-98.2334839,13:50,XC8687A,Marinela,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=4db797db-3207-4f82-8945-a9441df2ea9c,Street - next to the curbside,no,no,Rear,no,no,no,no
2,1.0,0.0,0,0,0,"4510 Vía Volkswagen
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 18:02:57 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2339161 19.0596775),19.0596775,-98.2339161,11:47,SM 20745,La fete,Delivery,Pick-up,"https://web.fulcrumapp.com/photos/view?photos=21438aa4-1f8a-476d-8cda-472e09fb8310,eb001ba0-2d3f-4c6d-87d0-c57dd8977272",Street - next to the curbside,no,no,Side,no,no,no,no
3,1.0,2.0,0,0,0,"4501A Avenida 2 Poniente
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 17:55:44 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2285674 19.0626948),19.0626948,-98.2285674,11:45,SP35169,Barcel,Delivery,Light truck or Van,"https://web.fulcrumapp.com/photos/view?photos=11d0ef93-3df4-48ef-b02d-e9b9262ca291,3af68fe4-0028-4912-9ca0-3444607faf82",Street - next to the curbside,yes,no,Rear,yes,no,no,no
4,2.0,2.0,0,0,0,"4717 Avenida Reforma
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:55:44 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.231397 19.0627239),19.0627239,-98.231397,11:41,SN89460,0,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=cdfd5574-3cd3-44ec-89dd-ad7c9c3a8267,Dedicated unloading area (Bay),no,no,Rear,no,no,no,no
5,2.0,0,0,0,0,"55 Calle Aljojuca
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:32:23 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.232277 19.0593853),19.0593853,-98.232277,11:00,SN16796,0,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=ff816ee4-5fda-4906-b523-8c483e733de0,Street - next to the curbside,no,no,Rear,no,no,no,no
6,1.0,1.0,0,0,0,"247 Avenida Reforma Sur
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:25:22 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2314082 19.0610519),19.0610519,-98.2314082,11:19,SN24486,Agua inmaculada,Sales & delivery,Automobile,"https://web.fulcrumapp.com/photos/view?photos=62b31e4c-55c1-4dfe-b1d2-5ae973923fc4,59baef3b-eeec-4e24-8848-95e17595ea30",Street - next to the curbside,no,no,Rear,no,no,no,no
7,3.0,2.0,0,0,0,"3133 Tetela
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:01:03 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2243023 19.057338),19.057338,-98.2243023,09:30,RR6807A,Lala,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=3af1d0b8-3604-48a8-a749-31b717f7a891,Dedicated unloading area (Bay),no,no,Rear,no,no,no,no
8,2.0,2.0,0,0,0,"3319 Avenida Reforma Sur
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:01:02 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2241354 19.057425),19.057425,-98.2241354,10:40,XB0704A,Pilgrim,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=11ced2c2-4230-4149-ad64-adc212b4ed39,Street - next to the curbside,no,no,Rear,no,no,no,no
9,3.0,2.0,0,0,0,"152 Calle Tehuacán Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:56:51 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2297262 19.0531093),19.0531093,-98.2297262,10:37,XA 1445 A,Coca colá ,Delivery,Light truck or Van,"https://web.fulcrumapp.com/photos/view?photos=a9e45d4d-683f-4967-8210-2a8c7dfb6452,50130c64-df8e-4eab-a2ba-0ee946c308e6",Street - next to the curbside,no,no,Side,no,no,no,no
10,1.0,1.0,0,0,0,"43 Calle 43 Norte
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 16:54:10 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2274024 19.0620703),19.0620703,-98.2274024,10:28,XA49337,0,Sales & delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=cfb4110f-f1f0-4627-86d1-8aa5a56187a0,On top of a sidewalk,yes,no,Rear,yes,no,yes,no
11,2.0,0.0,0,0,0,"3916 Avenida 21 Poniente
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 16:45:34 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2326791 19.0517539),19.0517539,-98.2326791,10:35,SP 28 423,0,Sales & delivery,SUV,https://web.fulcrumapp.com/photos/view?photos=4b4958e0-cd81-45dd-9f51-4de70b3cb699,Street - next to the curbside,no,no,Side,no,no,no,no
12,1.0,0.0,0,0,0,"1906 Avenida Rosendo Márquez
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 16:40:10 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2339776 19.0529867),19.0529867,-98.2339776,10:22,SN 91 675,0,Delivery,SUV,https://web.fulcrumapp.com/photos/view?photos=84b6a4c7-d2af-4c59-afe5-a9989248d42d,Store's garage,no,no,Rear,no,no,no,no
13,1.0,1.0,0,0,0,"3910 Avenida 2 Poniente
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 16:28:11 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2255224 19.0611275),19.0611275,-98.2255224,09:50,SN70204,0,Sales & delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=381f3a8f-5597-4224-b401-c0dc3e37a29e,Public parking lot,no,no,Rear,no,no,no,no
14,0,1.0,0,0,0,"Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:23:43 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2301393 19.0553701),19.0553701,-98.2301393,10:11,Sn 16767,Eventos galish,Delivery,Light truck or Van,"https://web.fulcrumapp.com/photos/view?photos=27325c36-4be5-4bab-9fd5-9dbfac54646c,77a09826-5a2a-4bbe-b134-5068f27db12a",Street - next to the curbside,no,no,Rear,no,no,no,no
15,1.0,1.0,0,0,0,"28a San Martín Texmelucan
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 16:01:34 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2282945 19.0590599),19.0590599,-98.2282945,09:56,SP30072,0,Sales & delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=df299222-b5c8-45d4-ada6-5e4fb5970f0a,Public parking lot,no,no,Rear,no,no,no,no
16,1.0,0.0,0,0,0,"45 Teziutlán Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:00:49 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2271538 19.0532046),19.0532046,-98.2271538,09:46,809 WNH,Breaking Bread Coffee,Delivery,Pick-up,"https://web.fulcrumapp.com/photos/view?photos=19609d92-a82c-4614-be2c-83706d3e197b,80c8596c-31c3-49b8-9618-02a94038c166",Public parking lot,no,yes,Side,no,no,no,no
17,2.0,1.0,0,0,0,"5535 Calle 5 Sur
Puebla PUE 72440
MX",2022-11-12 15:37:22 UTC,José Zapata,SRID=4326;POINT(-98.2170412377 19.0201596556),19.02015966,-98.21704124,09:26,SP01581,Sabritas,Sales & delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=e671d331-58c5-4c14-b8e0-cdc95afcb6da,Street - next to the curbside,no,no,Rear,no,no,no,no
18,2.0,1.0,0,0,0,"535B Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:11:00 UTC,Martínez Edwin Alejandro,SRID=4326;POINT(-98.2034983859 19.045889033),19.04588903,-98.20349839,12:22,XE7105A,Coca-Cola,Delivery,Light truck or Van,"https://web.fulcrumapp.com/photos/view?photos=495c20ae-4597-40a4-92e0-190785243a68,ea468fa0-f0de-4d5d-8ad1-b554085954a5",Double lane,yes,no,Side,no,no,no,yes
19,2.0,2.0,0,0,0,"105 5 Avenida 2 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:11:00 UTC,Martínez Edwin Alejandro,SRID=4326;POINT(-98.1986525472 19.0453107361),19.04531074,-98.19865255,11:00,SK-19-310,0,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=9c8ab57b-81e3-4487-b925-49e3f6854083,Street - next to the curbside,no,no,Side,no,no,no,no
20,0,1.0,0,0,0,"5756 Calle 5 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-12 15:10:59 UTC,Martínez Edwin Alejandro,SRID=4326;POINT(-98.21787 19.018541),19.018541,-98.21787,10:31,HJ5434F,Marinela,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=25658429-a719-4125-ae22-077620c6f2ac,Street - next to the curbside,no,no,Rear,no,no,no,no
21,1.0,1.0,0,0,0,"709–725 Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:10:59 UTC,Martínez Edwin Alejandro,SRID=4326;POINT(-98.2037109509 19.0459898685),19.04598987,-98.20371095,12:52,SP28323,Peñafiel,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=dfdc13f4-1ff7-409a-a21b-bc194e5f8838,Public parking lot,yes,no,Side,no,no,no,no
22,1.0,0.0,0,0,0,"535b Avenida 3 Poniente
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-12 02:44:45 UTC,Diego Hernán López L,SRID=4326;POINT(-98.2036475837 19.0459610286),19.04596103,-98.20364758,18:00,SN-91-966,0,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=5f377d97-8aeb-4d1b-823b-8d9ab6167882,Street - next to the curbside,yes,no,Rear,no,no,no,yes
23,1.0,1.0,0,0,0,"6 Calle 4 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-12 02:03:44 UTC,Sandra Carreón,SRID=4326;POINT(-98.1941044021 19.045529019),19.04552902,-98.1941044,16:17,SP40994,Marinela,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=2a88e44f-e66e-48e7-94cb-7666e731c8dc,Street - next to the curbside,yes,no,Rear,no,no,no,no
24,1.0,0.0,0,0,0,"Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-11 22:24:51 UTC,Sergio Licea,SRID=4326;POINT(-98.1937378272 19.04621108),19.04621108,-98.19373783,15:55,SP-14-380,Pepsi,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=6a429264-14a8-4741-ae6e-0966d4f4e0e9,Double lane,no,no,Side,no,no,no,no
25,3.0,2.0,0,0,0,"Coclovía 9 Sur
Cholula PUE 72764
MX",2022-11-11 22:11:31 UTC,Harry Hernández,SRID=4326;POINT(-98.3130123128 19.0651500243),19.06515002,-98.31301231,16:29,"SL81570
",Corona,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=cb8d07ff-38f1-4564-a728-14423b01459a,Street - next to the curbside,no,no,Side,no,no,no,yes
26,1.0,0.0,0,0,0,"526 Avenida Miguel Hidalgo
Cholula PUE 72764
MX",2022-11-11 22:11:30 UTC,Harry Hernández,SRID=4326;POINT(-98.3115490359 19.0640094081),19.06400941,-98.31154904,15:50,80TEL7,Presto ,Delivery,Motorcycle,https://web.fulcrumapp.com/photos/view?photos=e6a4cf0e-fa66-46ac-b6ab-c1e3c91656c4,Street - next to the curbside,no,no,Side,no,no,no,no
27,3.0,2.0,0,0,0,"3A Calle 7 Norte
Cholula PUE 72764
MX",2022-11-11 22:11:30 UTC,Harry Hernández,SRID=4326;POINT(-98.3115105239 19.0642812755),19.06428128,-98.31151052,15:52,SN26042,Coca Cola ,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=e39a07c5-0576-4cd8-8016-a1369cea854b,Street - next to the curbside,no,no,Side,no,no,no,no
28,1.0,1.0,0,0,0,"17 Avenida 5 Oriente
Cholula Puebla 72760
Mexico",2022-11-11 22:08:32 UTC,José Varela,SRID=4326;POINT(-98.30646 19.0598333),19.0598333,-98.30646,16:24,Lb92523,Bonafont,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=0d5725aa-8533-4bb1-8a7f-864db8d84bec,Street - next to the curbside,no,no,Side,no,no,no,no
29,2.0,1.0,0,0,0,"512 Avenida 4 Poniente
Cholula Puebla 72760
Mexico",2022-11-11 22:08:31 UTC,José Varela,SRID=4326;POINT(-98.31059 19.0656),19.0656,-98.31059,15:22,Sk94616,Sabritas,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=c3450179-141c-40d1-984b-f817119f12c0,Street - next to the curbside,no,no,Rear,no,no,no,no
30,2.0,2.0,0,0,0,"501A Avenida 2 Poniente
De Puebla 72760
Mexico",2022-11-11 22:08:31 UTC,José Varela,SRID=4326;POINT(-98.309745 19.0640329),19.0640329,-98.309745,15:05,SN20719,San Antonio,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=470c0d50-896d-4ec3-8f53-daf7b28419a8,Public parking lot,no,no,Rear,no,no,no,no
31,2.0,2.0,0,0,0,"501A Avenida 2 Poniente
De Puebla 72760
Mexico",2022-11-11 22:08:30 UTC,José Varela,SRID=4326;POINT(-98.3097392 19.0639638),19.0639638,-98.3097392,15:09,SJ67008,0,Delivery,SUV,https://web.fulcrumapp.com/photos/view?photos=854cd905-e6bd-4571-8a98-b01bf5260190,Street - next to the curbside,no,no,Rear,no,no,no,no
32,1.0,1.0,0,0,0,"506 Calle 5 Sur
Cholula Puebla 72760
Mexico",2022-11-11 22:08:30 UTC,José Varela,SRID=4326;POINT(-98.3110767 19.0612967),19.0612967,-98.3110767,14:47,LE83024,Marinela,Delivery,SUV,https://web.fulcrumapp.com/photos/view?photos=120b6abb-6453-4747-a233-f857df6878f9,Street - next to the curbside,no,no,Rear,no,no,no,no
33,2.0,0.0,0,0,0,"316 Avenida 2 Poniente
San Andrés Cholula Puebla 72760
Mexico",2022-11-11 22:08:29 UTC,José Varela,SRID=4326;POINT(-98.3092333 19.0638883),19.0638883,-98.3092333,16:15,LE83024,Príncipes Marinela,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=80eaf97e-799e-4c0f-aad0-b0d852ea57e1,Street - next to the curbside,no,no,Rear,no,no,no,no
34,2.0,1.0,0,0,0,"286 Avenida 2 Poniente
San Andrés Cholula Puebla 72760
Mexico",2022-11-11 22:08:29 UTC,José Varela,SRID=4326;POINT(-98.3093346 19.063999),19.063999,-98.3093346,16:08,SP 13 463,0,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=6797091c-a5c4-487e-ac3c-1cb82e7a848f,Public parking lot,no,no,Rear,no,no,no,no
35,3.0,1.0,0,0,0,"403 Calle 7 Norte
Cholula Puebla 72764
Mexico",2022-11-11 22:08:28 UTC,José Varela,SRID=4326;POINT(-98.3107461 19.0656979),19.0656979,-98.3107461,15:52,SP14239,Pepsi,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=4b89d877-0c72-4dd4-bd55-4473434e67c4,Street - next to the curbside,no,no,Side,no,no,no,no
36,2.0,2.0,0,0,0,"No 1 1 Avenida Morelos
Cholula Puebla 72760
Mexico",2022-11-11 22:08:27 UTC,José Varela,SRID=4326;POINT(-98.3067634 19.0618411),19.0618411,-98.3067634,15:45,SN26042,Coca Cola,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=41013b7c-a95c-40f9-ae85-c26a974dcb64,Street - next to the curbside,no,no,Side,no,no,no,no
37,1.0,0.0,0,0,0,"5751–5759 Calle 3 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:47 UTC,Manuel Flores,SRID=4326;POINT(-98.2155760378 19.0183170953),19.0183171,-98.21557604,15:53,NFP-71-65,Bonafont,Sales (usually small car or motorcycle),Automobile,https://web.fulcrumapp.com/photos/view?photos=7fcdb903-3db6-4be1-8e59-4b964fcc8385,Street - next to the curbside,no,no,Rear,yes,no,no,no
38,1.0,0.0,0,0,0,"5751–5759 Calle 3 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:46 UTC,Manuel Flores,SRID=4326;POINT(-98.2155917826 19.0182728319),19.01827283,-98.21559178,15:36,94TEH3,Peñafiel,Delivery,Motorcycle,"https://web.fulcrumapp.com/photos/view?photos=832ae30d-5641-43d8-8cac-7584bbfaccb5,5b2062fa-72c8-4ede-a4f6-9d028d96783c,ced33d41-82c5-445a-afce-ecc584d83b6d",Street - next to the curbside,no,no,Side,yes,no,no,no
39,2.0,2.0,0,0,0,"115 Calle Tamaulipas
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:46 UTC,Manuel Flores,SRID=4326;POINT(-98.2156169415 19.0155333985),19.0155334,-98.21561694,15:15,LE-18461,Bonafont,Delivery,Heavy duty truck,"https://web.fulcrumapp.com/photos/view?photos=00893872-297e-4887-b0d9-e0d8cc9bce45,cf553b03-9df9-4535-ab5d-7bb08c6f54b6",Street - next to the curbside,no,no,Side,yes,no,no,no
40,1.0,1.0,0,0,0,0,2022-11-11 13:42:27 UTC,José Zapata,SRID=4326;POINT(-98.215618 19.018353),19.018353,-98.215618,15:57,SN42550,Chispagua,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=9297dae6-8d1d-400f-abbf-eecf6848ef28,Double lane,no,no,Side,yes,no,no,yes
41,1.0,1.0,0,0,0,"730 Avenida Reforma
Puebla de Zaragoza PUE 72000
MX",2022-11-11 05:09:33 UTC,Sandra Carreón,SRID=4326;POINT(-98.2042665035 19.0473467298),19.04734673,-98.2042665,11:19,SP35259,Ricolino ,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=623ceba5-41a6-41f5-9a2d-2c488af63626,On top of a sidewalk,no,no,Rear,no,no,no,no
42,0,0.0,0,0,0,"605 Calle 5 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-11 05:09:33 UTC,Sandra Carreón,SRID=4326;POINT(-98.2000555478 19.04881606),19.04881606,-98.20005555,10:15,WZ3038A,0,Delivery,Pick-up,https://web.fulcrumapp.com/photos/view?photos=a3aa70a9-a8a4-4d4a-83a9-128d96dd318d,Store's garage,no,no,Rear,no,no,no,no
43,3.0,1.0,0,0,0,"1826–1832 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 21:43:51 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2491253597 19.0226732567),19.02267326,-98.24912536,12:41,LB62119,Nestle ,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=249fd9de-9bb2-4684-9b83-f2f657d5dab1,Street - next to the curbside,yes,no,Side,no,no,no,no
44,2.0,0.0,0,0,0,"11 Privada la Quinta
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:40:28 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.249059394 19.0285984919),19.02859849,-98.24905939,23:40,LC08082,Danone,Delivery,Light truck or Van,"https://web.fulcrumapp.com/photos/view?photos=360c7e9d-10f5-496e-b6df-96dbcd7ec1ab,b08481e6-0904-4026-909c-b6a3c4fd0538",Street - next to the curbside,yes,yes,Rear,no,no,no,no
45,1.0,0.0,0,0,0,"123 Boulevard Andromeda
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 21:29:21 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2460767776 19.0305848388),19.03058484,-98.24607678,13:26,SN56338,Pipa de agua ,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=1a88ef15-3b76-4bee-a6a7-77867727e06b,Double lane,yes,no,Rear,no,no,no,no
46,2.0,1.0,0,0,0,"123 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:28:26 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2501925963 19.0319133618),19.03191336,-98.2501926,15:00,LB99390,Bonafont ,Delivery,Heavy duty truck,"https://web.fulcrumapp.com/photos/view?photos=57107ff9-da75-410a-bac3-11426b7f415a,da5c7616-88fb-4200-b042-e21a85e83e33",Street - next to the curbside,no,no,Side,no,no,no,no
47,2.0,2.0,0,0,0,"122 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:24:53 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2492907345 19.0260824818),19.02608248,-98.24929073,14:09,SM69777,Bimbo,Delivery,Heavy duty truck,https://web.fulcrumapp.com/photos/view?photos=25f67a0e-0f90-4963-9224-4548c607d7b9,Street - next to the curbside,yes,no,Rear,no,no,no,no
48,2.0,0.0,0,0,0,"820 Calle Andrómeda
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 20:20:00 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2486956194 19.0319597687),19.03195977,-98.24869562,13:15,SM61748,Sabritas,Delivery,Heavy duty truck,"https://web.fulcrumapp.com/photos/view?photos=68716523-893a-489d-bb55-500a75785be3,cbdce283-0c07-471d-a75e-9ed8bcbc2ca9",Street - next to the curbside,no,no,Side,no,no,no,no
49,1.0,0.0,0,0,0,"37–38 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 20:03:58 UTC,María Pedraza,SRID=4326;POINT(-98.2625677774 19.0356715777),19.03567158,-98.26256778,13:55,Sm29694,0,Sales & delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=6f116562-3dcb-4e8d-895e-d9187a80aec3,Street - next to the curbside,no,no,Rear,no,no,no,no
50,2.0,0.0,0,0,0,"38B Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:35 UTC,María Pedraza,SRID=4326;POINT(-98.2624759132 19.0357673722),19.03576737,-98.26247591,13:49,Sp19719,0,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=0d1cf38b-af95-4e77-abdb-ecbd1cb51e75,Street - next to the curbside,no,no,Rear,no,no,no,no
51,2.0,0.0,0,0,0,"51 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:34 UTC,María Pedraza,SRID=4326;POINT(-98.2628961378 19.0350535564),19.03505356,-98.26289614,13:25,Sp17204,0,Delivery,Pick-up,https://web.fulcrumapp.com/photos/view?photos=4fbcb989-6a3d-4dfb-bd0d-933bba2c60b5,Street - next to the curbside,no,no,Rear,no,no,no,no
52,3.0,1.0,0,0,0,"703 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:33 UTC,María Pedraza,SRID=4326;POINT(-98.2628400234 19.0340166363),19.03401664,-98.26284002,13:31,Nv5303a,Pepsi,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=8f7bcb48-4349-4f70-ab7b-cb8bfb15f528,Street - next to the curbside,no,no,Side,no,no,no,no
53,1.0,0.0,0,0,0,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:33 UTC,María Pedraza,SRID=4326;POINT(-98.2635409444 19.034514549),19.03451455,-98.26354094,13:21,Xx7123a,0,Delivery,Pick-up,https://web.fulcrumapp.com/photos/view?photos=375360ca-5f44-4f60-b3d5-c80e8e76dbbc,Street - next to the curbside,no,no,Rear,no,no,no,no
54,2.0,0.0,0,0,0,"4403 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:32 UTC,María Pedraza,SRID=4326;POINT(-98.2639964957 19.0345860549),19.03458605,-98.2639965,10:30,Sp01608,EpurA,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=379d7a94-9d69-4694-bdf2-04b68a04187b,Double lane,no,no,Side,yes,no,no,no
55,1.0,0.0,0,0,0,"1409 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:32 UTC,María Pedraza,SRID=4326;POINT(-98.2641675045 19.0345795332),19.03457953,-98.2641675,13:00,Nwj8241,0,Delivery,Pick-up,https://web.fulcrumapp.com/photos/view?photos=1ff1bff0-091f-43ab-becd-42b2f1a3f56d,Street - next to the curbside,no,no,Rear,no,no,no,no
56,1.0,0.0,0,0,0,"4138–4183 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:31 UTC,María Pedraza,SRID=4326;POINT(-98.2665773949 19.0351433435),19.03514334,-98.26657739,12:50,Sp21948,0,Sales & delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=b6427f31-dab3-4f56-9af9-1586b6d9c960,Street - next to the curbside,no,no,Rear,no,no,no,no
57,1.0,0.0,0,0,0,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:30 UTC,María Pedraza,SRID=4326;POINT(-98.2677415465 19.0354752905),19.03547529,-98.26774155,12:40,Sn75443,0,Delivery,Light truck or Van,https://web.fulcrumapp.com/photos/view?photos=630db295-5c20-44c2-94f2-cafd4e4c3aa9,Public parking lot,no,no,Rear,no,no,no,no
58,1.0,0.0,0,0,0,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:30 UTC,María Pedraza,SRID=4326;POINT(-98.2673591003 19.0352303319),19.03523033,-98.2673591,12:35,Trx8426,0,Sales & delivery,Automobile,https://web.fulcrumapp.com/photos/view?photos=fdd14ab3-03ee-43d8-99cc-e3494e087447,Street - next to the curbside,no,no,Rear,no,no,no,yes
59,2.0,0.0,0,0,0,"4002 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:29 UTC,María Pedraza,SRID=4326;POINT(-98.2667092728 19.0352613585),19.03526136,-98.26670927,12:30,Ajf942A,0,Delivery,SUV,https://web.fulcrumapp.com/photos/view?photos=eac23e81-d0bd-44f6-b90c-eacb36d1102f,Street - next to the curbside,yes,no,Rear,no,no,no,yes
